Shucked,Viscera,Shell,Weight
0.0785,0.0405,0.05,0.1765
0.082,0.04,0.064,0.196
0.081,0.0465,0.053,0.192
0.147,0.05,0.09,0.3095
0.131,0.072,0.093,0.313
0.167,0.083,0.0915,0.3595
0.192,0.0745,0.1,0.3855
0.25,0.106,0.184,0.5785
0.0345,0.0185,0.0215,0.0805
0.0425,0.0285,0.03,0.111
0.065,0.0305,0.045,0.152
0.073,0.049,0.06,0.199
0.097,0.0405,0.065,0.219
0.0915,0.0475,0.063,0.2155
0.1255,0.0645,0.0645,0.2565
0.1045,0.062,0.075,0.257
0.0945,0.0655,0.075,0.2505
0.134,0.049,0.075,0.279
0.188,0.0785,0.09,0.378
0.21,0.0955,0.131,0.456
0.234,0.11,0.14,0.5055
0.219,0.1075,0.13,0.513
0.2545,0.1305,0.1645,0.578
0.3015,0.104,0.151,0.596
0.0075,0.0045,0.014,0.021
0.02,0.0065,0.013,0.0455
0.122,0.0525,0.06,0.2435
0.116,0.0585,0.0765,0.2675
0.104,0.059,0.0815,0.258
0.1375,0.071,0.075,0.2985
0.2025,0.0945,0.1,0.411
0.197,0.079,0.09,0.38
0.21,0.0925,0.12,0.4385
0.242,0.0345,0.109,0.4015
0.156,0.102,0.123,0.4485
0.167,0.084,0.139,0.4155
0.35,0.1505,0.1845,0.7095
0.38,0.1335,0.128,0.637
0.3065,0.1155,0.1485,0.599
0.2375,0.122,0.1535,0.5345
0.015,0.009,0.0125,0.041
0.0295,0.0005,0.02,0.0655
0.0415,0.019,0.0305,0.097
0.0615,0.0265,0.038,0.131
0.079,0.026,0.0505,0.1695
0.097,0.03,0.054,0.192
0.072,0.0355,0.0575,0.1765
0.0775,0.034,0.056,0.1735
0.0785,0.035,0.054,0.1785
0.096,0.037,0.0585,0.2055
0.108,0.051,0.0625,0.2345
0.1005,0.039,0.0775,0.2305
0.1545,0.0595,0.087,0.314
0.151,0.068,0.08,0.33
0.1245,0.0605,0.08,0.2775
0.1695,0.092,0.1065,0.405
0.119,0.08,0.098,0.309
0.1775,0.081,0.125,0.396
0.1415,0.0785,0.12,0.3615
0.253,0.1045,0.14,0.514
0.195,0.09,0.1205,0.4265
0.1795,0.068,0.11,0.384
0.2155,0.1105,0.142,0.4865
0.196,0.0925,0.125,0.4355
0.2375,0.099,0.14,0.498
0.2385,0.0835,0.15,0.494
0.229,0.103,0.1645,0.528
0.3055,0.1215,0.1855,0.636
0.2875,0.1075,0.16,0.567
0.2945,0.1395,0.19,0.6615
0.296,0.1245,0.198,0.658
0.268,0.1225,0.1975,0.6075
0.31,0.177,0.2,0.7025
0.412,0.187,0.2425,0.8725
0.3535,0.1505,0.2365,0.7745
0.349,0.2095,0.285,0.8725
0.4555,0.1715,0.1965,0.8515
0.4135,0.1845,0.27,0.9265
0.3915,0.165,0.238,0.8295
0.444,0.1855,0.2445,0.907
0.4265,0.24,0.325,1.0315
0.0095,0.008,0.009,0.028
0.1135,0.0515,0.0675,0.226
0.1385,0.0625,0.077,0.2855
0.1245,0.0755,0.1025,0.325
0.2385,0.1235,0.126,0.514
0.31,0.1145,0.1395,0.5755
0.03,0.0185,0.029,0.084
0.0425,0.0185,0.035,0.1005
0.0585,0.027,0.0365,0.1285
0.057,0.028,0.044,0.1345
0.052,0.0155,0.035,0.1195
0.0725,0.0515,0.055,0.1895
0.1015,0.055,0.0825,0.257
0.135,0.0455,0.078,0.2745
0.1335,0.0835,0.105,0.342
0.123,0.081,0.125,0.344
0.1495,0.059,0.1,0.3275
0.169,0.0825,0.13,0.4035
0.1515,0.0935,0.1455,0.4075
0.2375,0.099,0.14,0.4975
0.1525,0.0615,0.125,0.3685
0.1645,0.099,0.127,0.4175
0.1895,0.086,0.135,0.4425
0.1905,0.079,0.1355,0.4225
0.163,0.0965,0.151,0.426
0.2205,0.103,0.1745,0.511
0.213,0.134,0.195,0.573
0.2945,0.1405,0.171,0.6385
0.2985,0.1505,0.168,0.657
0.3905,0.2005,0.215,0.781
0.256,0.1855,0.208,0.6765
0.2975,0.108,0.195,0.6235
0.3655,0.148,0.2595,0.8075
0.3535,0.176,0.236,0.7915
0.3445,0.1325,0.24,0.753
0.3315,0.1495,0.221,0.717
0.345,0.1755,0.247,0.783
0.4675,0.18,0.217,0.872
0.486,0.215,0.239,0.983
0.326,0.153,0.265,0.7635
0.434,0.184,0.287,0.9365
0.447,0.171,0.284,0.966
0.5255,0.257,0.3315,1.15
0.5515,0.212,0.31,1.217
0.0685,0.037,0.0465,0.1585
0.1725,0.063,0.1255,0.4015
0.21,0.1055,0.128,0.465
0.165,0.0435,0.067,0.2885
0.22,0.159,0.1035,0.452
0.1765,0.1125,0.1325,0.4915
0.332,0.1815,0.2455,0.7865
0.3845,0.156,0.255,0.8415
0.041,0.021,0.034,0.101
0.039,0.0285,0.034,0.106
0.0675,0.037,0.0615,0.1865
0.1,0.061,0.086,0.2575
0.143,0.0735,0.091,0.3225
0.118,0.065,0.123,0.32
0.17,0.076,0.145,0.4155
0.195,0.071,0.11,0.3935
0.2145,0.09,0.1435,0.4775
0.191,0.099,0.13,0.452
0.2425,0.088,0.1465,0.5065
0.234,0.127,0.165,0.5525
0.235,0.135,0.179,0.565
0.3395,0.129,0.1945,0.699
0.2605,0.108,0.21,0.6055
0.2025,0.101,0.148,0.475
0.2435,0.1525,0.1895,0.612
0.3065,0.1365,0.22,0.705
0.2845,0.1845,0.265,0.728
0.2815,0.139,0.21,0.6545
0.364,0.1505,0.26,0.795
0.3285,0.102,0.2255,0.701
0.437,0.1515,0.245,0.86
0.5285,0.2655,0.306,1.1305
0.0235,0.011,0.014,0.0495
0.0595,0.0305,0.05,0.1455
0.0615,0.0275,0.0355,0.129
0.11,0.042,0.064,0.2255
0.1645,0.071,0.1,0.3505
0.2435,0.119,0.175,0.5655
0.0985,0.043,0.07,0.221
0.106,0.0485,0.21,0.2425
0.1805,0.0875,0.0965,0.386
0.012,0.0085,0.005,0.034
0.0795,0.0495,0.055,0.185
0.096,0.056,0.08,0.2045
0.071,0.0405,0.055,0.1785
0.058,0.0225,0.05,0.1385
0.056,0.035,0.05,0.1405
0.1305,0.056,0.09,0.286
0.071,0.059,0.045,0.152
0.1525,0.074,0.11,0.335
0.1535,0.074,0.165,0.4075
0.005,0.0035,0.005,0.0145
0.0075,0.0045,0.005,0.018
0.276,0.134,0.185,0.6275
0.1515,0.1165,0.145,0.441
0.083,0.037,0.075,0.216
0.2865,0.146,0.205,0.6765
0.315,0.181,0.215,0.757
0.2415,0.144,0.26,0.7325
0.4535,0.253,0.275,1.0285
0.4335,0.226,0.33,1.066
0.321,0.1775,0.275,0.8545
0.2405,0.16,0.253,0.6955
0.2725,0.19,0.19,0.728
0.2745,0.156,0.18,0.6675
0.7735,0.4405,0.655,2.0495
0.312,0.169,0.3,0.8605
0.022,0.0145,0.018,0.058
0.0215,0.0175,0.0215,0.0645
0.0205,0.02,0.019,0.0615
0.08,0.045,0.047,0.18
0.255,0.0915,0.184,0.5805
0.271,0.1125,0.1775,0.591
0.059,0.031,0.0305,0.118
0.0445,0.017,0.03,0.099
0.0575,0.0295,0.035,0.1365
0.052,0.028,0.035,0.1295
0.0625,0.04,0.045,0.164
0.123,0.0605,0.08,0.2875
0.1655,0.0625,0.082,0.277
0.0935,0.066,0.07,0.248
0.1105,0.0575,0.066,0.252
0.1925,0.0755,0.1025,0.3905
0.2055,0.0935,0.105,0.409
0.163,0.1005,0.119,0.4095
0.2205,0.0945,0.1405,0.494
0.2035,0.13,0.135,0.4905
0.363,0.1925,0.2515,0.8915
0.011,0.0065,0.01,0.032
0.04,0.018,0.02,0.0785
0.0575,0.0285,0.3505,0.134
0.098,0.039,0.062,0.2075
0.115,0.043,0.055,0.2235
0.181,0.057,0.083,0.34
0.2855,0.0855,0.1325,0.5365
0.352,0.127,0.135,0.635
0.2505,0.1345,0.1525,0.562
0.293,0.1265,0.1555,0.597
0.037,0.0225,0.03,0.096
0.058,0.032,0.0505,0.1445
0.0915,0.0425,0.055,0.1965
0.0865,0.036,0.0605,0.196
0.1005,0.049,0.0655,0.2155
0.1125,0.0615,0.0925,0.2805
0.1355,0.0775,0.0965,0.334
0.174,0.0725,0.109,0.366
0.258,0.1195,0.1075,0.4965
0.3165,0.132,0.18,0.651
0.2075,0.1155,0.172,0.5125
0.242,0.1375,0.182,0.5995
0.3595,0.159,0.1985,0.74
0.322,0.167,0.19,0.702
0.288,0.1365,0.21,0.672
0.3685,0.178,0.235,0.811
0.449,0.166,0.215,0.858
0.327,0.1445,0.174,0.658
0.093,0.056,0.072,0.2325
0.153,0.0505,0.0935,0.317
0.1335,0.0725,0.0935,0.318
0.1,0.0655,0.085,0.2645
0.175,0.092,0.1185,0.4055
0.246,0.1095,0.145,0.524
0.2015,0.09,0.149,0.464
0.1875,0.1055,0.1305,0.439
0.2365,0.1075,0.19,0.5805
0.278,0.1455,0.169,0.622
0.289,0.19,0.2615,0.772
0.348,0.1585,0.206,0.741
0.3395,0.1355,0.2095,0.7005
0.581,0.2215,0.3095,1.1815
0.4865,0.184,0.2755,0.984
0.1645,0.0775,0.086,0.3415
0.2365,0.1275,0.126,0.519
0.3495,0.1595,0.1785,0.7165
0.414,0.214,0.2,0.837
0.048,0.0225,0.042,0.1185
0.215,0.0745,0.15,0.4725
0.1755,0.102,0.15,0.4495
0.2275,0.1335,0.1765,0.557
0.197,0.1305,0.165,0.516
0.3195,0.174,0.185,0.709
0.378,0.142,0.26,0.7935
0.331,0.14,0.24,0.7655
0.379,0.1605,0.2575,0.83
0.3695,0.2395,0.315,0.985
0.063,0.0215,0.03,0.124
0.0565,0.0365,0.046,0.14
0.0835,0.0355,0.041,0.1695
0.0995,0.0545,0.0615,0.218
0.1885,0.0715,0.11,0.384
0.219,0.075,0.0885,0.393
0.1575,0.0895,0.115,0.3805
0.201,0.089,0.14,0.4495
0.181,0.0695,0.079,0.344
0.1255,0.0635,0.081,0.2845
0.15,0.0505,0.088,0.3035
0.232,0.0885,0.156,0.499
0.2245,0.101,0.15,0.514
0.0995,0.0485,0.07,0.2255
0.2155,0.114,0.155,0.516
0.2165,0.1125,0.165,0.5095
0.1675,0.081,0.135,0.406
0.2175,0.095,0.19,0.5415
0.258,0.133,0.24,0.6645
0.097,0.043,0.1,0.2555
0.1705,0.075,0.115,0.381
0.0955,0.062,0.075,0.2455
0.356,0.234,0.28,0.931
0.394,0.219,0.295,0.9365
0.393,0.227,0.2,0.8635
0.3935,0.242,0.33,0.9975
0.5515,0.3575,0.35,1.338
0.227,0.124,0.125,0.4795
0.134,0.086,0.09,0.3275
0.293,0.227,0.14,0.5795
0.1335,0.06,0.1,0.303
0.2595,0.096,0.16,0.5415
0.173,0.0915,0.11,0.385
0.192,0.0955,0.135,0.4425
0.2765,0.12,0.17,0.5895
0.18,0.1125,0.135,0.4115
0.305,0.16,0.175,0.625
0.1705,0.08,0.1,0.3785
0.234,0.1315,0.185,0.58
0.234,0.1015,0.135,0.48
0.264,0.168,0.275,0.7665
0.474,0.261,0.38,1.185
0.3625,0.189,0.315,0.944
0.5105,0.192,0.675,1.615
0.408,0.234,0.58,1.3175
0.38,0.216,0.36,1.013
0.4825,0.205,0.4,1.195
0.3305,0.2075,0.26,0.8645
0.341,0.1675,0.255,0.8115
0.307,0.1525,0.26,0.755
0.4015,0.254,0.39,1.115
0.588,0.3425,0.485,1.494
0.5755,0.388,0.48,1.606
0.269,0.1385,0.25,0.725
0.214,0.132,0.145,0.523
0.201,0.133,0.165,0.5225
0.328,0.1915,0.255,0.843
0.316,0.164,0.335,0.883
0.3105,0.1675,0.205,0.724
0.4975,0.2405,0.345,1.1735
0.2375,0.1345,0.155,0.5415
0.172,0.107,0.175,0.431
0.13,0.063,0.165,0.393
0.1305,0.0955,0.165,0.402
0.1145,0.0595,0.085,0.2605
0.09,0.051,0.07,0.214
0.63,0.2635,0.54,1.7255
0.7665,0.261,0.78,1.959
0.4835,0.283,0.41,1.262
0.094,0.0295,0.063,0.2005
0.096,0.0575,0.0925,0.253
0.519,0.306,0.4465,1.3445
0.34,0.19,0.2425,0.797
0.2075,0.1165,0.17,0.5175
0.224,0.108,0.1565,0.515
0.4415,0.262,0.325,1.053
0.32,0.131,0.21,0.722
0.546,0.2615,0.635,1.514
0.4215,0.2475,0.34,1.056
0.544,0.297,0.345,1.2445
1.0705,0.483,0.725,2.55
0.8175,0.3085,0.76,1.981
0.7125,0.541,0.59,1.9565
0.486,0.233,0.285,1.065
0.385,0.2165,0.35,0.97
0.399,0.2,0.295,0.9395
0.515,0.266,0.57,1.368
0.5455,0.2965,0.355,1.218
0.4845,0.2165,0.325,1.1595
0.419,0.2405,0.36,1.0225
0.276,0.1815,0.36,0.927
0.346,0.1535,0.245,0.772
0.4445,0.2635,0.465,1.3035
0.432,0.178,0.26,0.922
0.3635,0.213,0.285,0.922
0.254,0.205,0.285,0.825
0.171,0.071,0.12,0.369
0.0755,0.0415,0.06,0.181
0.241,0.1355,0.205,0.6155
0.244,0.1635,0.255,0.8025
0.174,0.111,0.135,0.46
0.1665,0.115,0.165,0.501
0.336,0.1625,0.275,0.836
0.31,0.193,0.325,0.9025
0.496,0.287,0.435,1.4455
0.3495,0.2185,0.275,0.9425
0.4205,0.2805,0.36,1.1235
0.485,0.2775,0.34,1.2415
0.3835,0.2065,0.37,1.011
0.3805,0.175,0.41,1.07
0.341,0.1655,0.345,0.8975
0.319,0.239,0.245,0.8945
0.0465,0.028,0.04,0.1205
0.3615,0.186,0.235,0.895
0.1225,0.0635,0.0905,0.2925
0.2185,0.0885,0.255,0.6355
0.412,0.2705,0.37,1.187
0.3875,0.2505,0.385,1.219
0.56,0.3335,0.45,1.525
0.4105,0.197,0.41,1.259
0.7425,0.327,0.585,1.844
0.532,0.3345,0.69,1.642
0.55,0.3115,0.43,1.484
0.2285,0.127,0.225,0.6295
0.325,0.158,0.31,0.9565
0.288,0.1595,0.205,0.699
0.132,0.0815,0.19,0.4775
0.3835,0.226,0.325,0.996
0.428,0.2205,0.315,1.116
0.384,0.19,0.375,1.0575
0.2215,0.1275,0.15,0.549
0.0905,0.0585,0.075,0.234
0.1065,0.0595,0.074,0.252
0.0885,0.0495,0.0715,0.217
0.471,0.369,0.535,1.5415
0.2505,0.1635,0.195,0.7605
0.3925,0.2355,0.275,0.9055
0.443,0.2045,0.265,0.971
0.4595,0.3235,0.345,1.3305
0.4335,0.2945,0.46,1.3
0.1465,0.1015,0.12,0.3675
0.1065,0.075,0.1,0.2845
0.0935,0.056,0.075,0.222
0.27,0.1665,0.205,0.6435
0.0865,0.053,0.095,0.241
0.2135,0.161,0.2,0.5955
0.5705,0.3175,0.355,1.3415
0.403,0.2655,0.325,1.0875
0.473,0.276,0.425,1.283
0.6045,0.325,0.33,1.325
0.581,0.2275,0.3,1.165
0.579,0.3065,0.32,1.274
0.2795,0.2185,0.18,0.707
0.56,0.2455,0.28,1.2
0.4465,0.2065,0.245,0.9535
0.408,0.259,0.22,0.93
0.509,0.286,0.34,1.275
0.7415,0.49,0.58,2.13
0.6935,0.336,0.395,1.587
0.9265,0.472,0.7,2.499
0.48,0.287,0.35,1.227
0.4215,0.244,0.355,1.016
0.4405,0.1655,0.265,0.887
0.458,0.2765,0.315,1.13
0.4635,0.292,0.4,1.343
0.4935,0.3365,0.285,1.1775
0.3895,0.183,0.37,0.995
0.3755,0.2805,0.385,1.1405
0.33,0.189,0.25,0.791
0.313,0.137,0.2,0.663
0.226,0.122,0.195,0.5565
0.373,0.21,0.235,0.8445
0.3515,0.152,0.215,0.7385
0.207,0.1225,0.145,0.482
0.239,0.1435,0.22,0.609
0.277,0.115,0.18,0.593
0.2385,0.144,0.185,0.5865
0.256,0.139,0.26,0.6765
0.4355,0.2075,0.31,0.987
0.295,0.1625,0.235,0.7225
0.2125,0.1045,0.15,0.479
0.39,0.182,0.29,0.911
0.4,0.246,0.285,0.915
0.3395,0.2215,0.235,0.827
0.4565,0.2425,0.34,1.1045
0.41,0.2115,0.28,0.945
0.3475,0.1715,0.24,0.8565
0.488,0.349,0.45,1.352
0.223,0.16,0.235,0.625
0.425,0.203,0.32,1.068
0.3995,0.1735,0.33,1.015
0.4375,0.196,0.325,1.036
0.342,0.156,0.32,0.9065
0.2475,0.13,0.255,0.7505
0.2815,0.137,0.22,0.662
0.143,0.0645,0.085,0.3055
0.249,0.138,0.25,0.6885
0.329,0.136,0.39,0.9815
0.354,0.1575,0.375,0.9265
0.4765,0.232,0.375,1.098
0.6975,0.4725,0.58,1.891
0.3485,0.1735,0.24,0.8375
0.115,0.061,0.075,0.2665
0.567,0.2735,0.41,1.388
0.545,0.2665,0.465,1.4385
0.261,0.1395,0.2645,0.7395
0.4955,0.254,0.415,1.347
0.637,0.3405,0.58,1.756
0.5305,0.2635,0.455,1.32
0.3605,0.2445,0.3,0.9325
0.3785,0.1765,0.24,0.849
0.4235,0.237,0.305,1.0115
0.378,0.2385,0.29,0.92
0.3485,0.1795,0.235,0.8075
0.475,0.19,0.285,1.073
0.357,0.181,0.29,0.921
0.486,0.2635,0.415,1.2635
0.5875,0.2185,0.37,1.369
0.3275,0.202,0.305,0.874
0.4865,0.247,0.315,1.105
0.3325,0.157,0.305,0.8395
0.3815,0.221,0.365,1.055
0.36,0.204,0.25,0.889
0.061,0.0365,0.045,0.146
0.0385,0.0195,0.03,0.1
0.1115,0.0575,0.075,0.2795
0.033,0.0215,0.03,0.0915
0.06,0.034,0.045,0.147
0.0155,0.0085,0.01,0.0385
0.0145,0.008,0.01,0.035
0.0265,0.0095,0.015,0.0545
0.0095,0.006,0.005,0.024
0.0065,0.003,0.005,0.0155
0.0885,0.059,0.085,0.24
0.043,0.0255,0.04,0.1165
0.0335,0.02,0.0325,0.094
0.1,0.057,0.1135,0.2885
0.1565,0.0695,0.117,0.3615
0.0585,0.038,0.049,0.1555
0.0315,0.018,0.027,0.08
0.017,0.0055,0.0155,0.0425
0.0705,0.0385,0.06,0.179
0.041,0.0265,0.0345,0.1085
0.164,0.076,0.15,0.4625
0.2575,0.153,0.24,0.6995
0.078,0.0455,0.059,0.195
0.0675,0.0675,0.081,0.228
0.0575,0.042,0.068,0.1775
0.01,0.008,0.012,0.032
0.0475,0.0355,0.06,0.155
0.128,0.07,0.148,0.3865
0.0655,0.047,0.049,0.17
0.0455,0.0335,0.044,0.1295
0.018,0.0105,0.0195,0.0515
0.06,0.0425,0.054,0.169
0.077,0.046,0.065,0.1835
0.1895,0.0945,0.158,0.467
0.066,0.0525,0.075,0.2105
0.05,0.041,0.063,0.168
0.1055,0.054,0.08,0.258
0.081,0.0485,0.055,0.1905
0.0795,0.038,0.05,0.173
0.0735,0.045,0.06,0.1875
0.1605,0.0795,0.105,0.3715
0.045,0.0265,0.035,0.1145
0.216,0.13,0.17,0.777
0.034,0.014,0.025,0.079
0.054,0.024,0.05,0.1345
0.05,0.0295,0.04,0.129
0.1815,0.144,0.16,0.4835
0.2775,0.243,0.335,0.9175
0.235,0.108,0.215,0.6175
0.225,0.124,0.17,0.573
0.2635,0.168,0.245,0.74
0.204,0.1415,0.175,0.5725
0.3175,0.1725,0.29,0.8345
0.2455,0.1665,0.185,0.6515
0.344,0.2325,0.255,0.909
0.279,0.2055,0.195,0.7305
0.366,0.2425,0.295,0.9555
0.2535,0.145,0.19,0.636
0.1175,0.0655,0.085,0.283
0.0545,0.0285,0.03,0.1165
0.1215,0.0685,0.0875,0.2905
0.1205,0.0595,0.1105,0.316
0.191,0.09,0.1175,0.417
0.1535,0.1015,0.144,0.417
0.0615,0.037,0.0795,0.203
0.0895,0.057,0.1005,0.2765
0.104,0.0475,0.083,0.2465
0.069,0.053,0.0695,0.201
0.08,0.0385,0.063,0.1915
0.3925,0.228,0.293,1.0575
0.416,0.212,0.4405,1.092
0.3865,0.243,0.295,0.99
0.191,0.125,0.155,0.488
0.108,0.0705,0.1,0.297
0.2735,0.159,0.255,0.77
0.2405,0.1825,0.275,0.8295
0.374,0.1695,0.23,0.879
0.298,0.1805,0.265,0.823
0.227,0.1785,0.22,0.656
0.2825,0.176,0.29,0.8665
0.262,0.1835,0.175,0.6565
0.2385,0.172,0.205,0.669
0.2855,0.1525,0.32,0.862
0.143,0.074,0.125,0.3795
0.32,0.2175,0.245,0.835
0.275,0.1945,0.265,0.8425
0.2485,0.2035,0.16,0.6595
0.301,0.181,0.28,0.8055
0.578,0.4105,0.39,1.5165
0.215,0.1615,0.14,0.547
0.5295,0.272,0.525,1.4805
0.69,0.368,0.35,1.5275
0.367,0.236,0.37,1.1375
0.4775,0.2315,0.27,1.116
0.348,0.167,0.31,1.0615
0.435,0.202,0.325,1.2565
0.6215,0.361,0.47,1.613
0.3365,0.1905,0.3,0.978
0.0665,0.05,0.07,0.197
0.0975,0.0825,0.085,0.2685
0.1675,0.158,0.12,0.462
0.245,0.167,0.185,0.7605
0.189,0.17,0.31,0.732
0.236,0.179,0.2,0.6775
0.2305,0.142,0.195,0.6385
0.2015,0.1505,0.19,0.5755
0.3505,0.237,0.3,0.93
0.246,0.152,0.215,0.6415
0.292,0.206,0.255,0.8815
0.3295,0.2325,0.2905,1.042
0.211,0.1375,0.262,0.709
0.1915,0.1285,0.1625,0.51
0.3275,0.225,0.256,0.9215
0.315,0.26,0.3635,1.0345
0.215,0.1635,0.234,0.695
0.2805,0.1685,0.214,0.7155
0.157,0.096,0.122,0.394
0.255,0.157,0.2885,0.745
0.1655,0.117,0.185,0.495
0.119,0.1055,0.115,0.349
0.152,0.0935,0.155,0.4405
0.2875,0.2095,0.155,0.6615
0.1235,0.0905,0.095,0.3185
0.2665,0.174,0.285,0.875
0.156,0.0505,0.091,0.325
0.266,0.0935,0.169,0.5805
0.3065,0.096,0.1775,0.609
0.27,0.1275,0.166,0.5975
0.3415,0.1855,0.239,0.8275
0.3375,0.1425,0.225,0.7635
0.4815,0.1915,0.202,0.891
0.407,0.2015,0.2875,1.0145
0.4985,0.168,0.2385,0.9685
0.4735,0.24,0.265,1.0595
0.3895,0.2155,0.2745,0.952
0.349,0.1755,0.194,0.7535
0.4545,0.244,0.3095,1.077
0.455,0.2055,0.33,1.102
0.549,0.2875,0.36,1.3445
0.606,0.276,0.3445,1.29
0.421,0.3015,0.325,1.1035
0.545,0.3315,0.32,1.296
0.5315,0.2815,0.41,1.34
0.6355,0.2545,0.315,1.307
0.4525,0.2755,0.406,1.26
0.619,0.305,0.39,1.3555
0.675,0.315,0.399,1.4715
0.586,0.291,0.405,1.4095
0.959,0.3415,0.601,2.0805
0.5905,0.212,0.453,1.3905
0.755,0.298,0.4,1.558
1.1465,0.419,0.897,2.8255
0.327,0.15,0.14,0.612
0.222,0.1215,0.15,0.537
0.3205,0.1065,0.17,0.6765
0.2925,0.1405,0.1575,0.64
0.194,0.099,0.115,0.439
0.312,0.117,0.14,0.6015
0.32,0.124,0.1695,0.649
0.3035,0.1295,0.1495,0.6335
0.272,0.1435,0.144,0.61
0.3145,0.1535,0.1565,0.6595
0.3195,0.129,0.1535,0.6425
0.336,0.12,0.1825,0.6725
0.289,0.133,0.155,0.642
0.3935,0.1455,0.19,0.769
0.347,0.134,0.1885,0.7035
0.3865,0.1815,0.1955,0.796
0.3695,0.137,0.155,0.7125
0.334,0.1575,0.17,0.7325
0.2715,0.1605,0.186,0.6515
0.2855,0.1595,0.2155,0.7165
0.3735,0.229,0.2195,0.874
0.5625,0.2565,0.295,1.195
0.513,0.21,0.343,1.1935
0.5265,0.2195,0.24,1.0635
0.4075,0.1935,0.214,0.9035
0.4955,0.2745,0.29,1.114
0.4985,0.2115,0.2835,1.012
0.586,0.2565,0.237,1.1335
0.5245,0.2615,0.275,1.136
0.479,0.2425,0.309,1.206
0.621,0.2435,0.274,1.213
0.518,0.2205,0.27,1.044
0.572,0.2455,0.275,1.161
0.6025,0.262,0.2925,1.2315
0.565,0.258,0.3085,1.1625
0.554,0.239,0.3295,1.168
0.5705,0.271,0.405,1.3325
0.637,0.275,0.31,1.278
0.5185,0.248,0.3235,1.1785
0.623,0.2705,0.395,1.375
0.684,0.3,0.3745,1.4065
0.705,0.2655,0.335,1.4025
0.779,0.342,0.432,1.636
0.709,0.3555,0.4,1.561
0.633,0.299,0.349,1.3385
0.57,0.312,0.3725,1.304
0.6665,0.308,0.46,1.6785
0.6645,0.3225,0.477,1.622
0.6425,0.297,0.5175,1.5905
0.594,0.3595,0.485,1.6275
0.682,0.3145,0.4005,1.6085
0.7245,0.3215,0.498,1.607
0.8255,0.362,0.405,1.7005
0.893,0.4015,0.48,1.872
1.012,0.5225,0.5475,2.198
0.7645,0.4185,0.4135,1.9525
1.007,0.509,0.6205,2.302
0.1985,0.0865,0.1035,0.397
0.27,0.1395,0.129,0.544
0.235,0.13,0.141,0.5225
0.2485,0.117,0.131,0.5215
0.3525,0.1845,0.185,0.7765
0.3755,0.1555,0.201,0.7555
0.4225,0.1815,0.156,0.7835
0.434,0.1405,0.19,0.793
0.4615,0.127,0.218,0.82
0.411,0.1765,0.2165,0.8315
0.464,0.1775,0.234,0.8995
0.42,0.2175,0.2215,0.8965
0.43,0.1885,0.205,0.852
0.4565,0.2395,0.23,0.9595
0.5795,0.1825,0.206,0.99
0.5415,0.2035,0.25,1.0375
0.401,0.191,0.222,0.8455
0.4245,0.197,0.26,0.907
0.549,0.2175,0.228,1.0225
0.415,0.1945,0.22,0.847
0.4765,0.2155,0.265,1.114
0.945,0.426,0.441,1.859
0.3775,0.1915,0.22,0.814
0.486,0.1815,0.253,0.9615
0.547,0.1975,0.2295,1.0025
0.478,0.1825,0.235,0.9335
0.4595,0.236,0.265,0.9555
0.481,0.232,0.24,0.9955
0.696,0.2395,0.24,1.1915
0.512,0.2465,0.225,1.0165
0.555,0.257,0.274,1.1175
0.582,0.2365,0.317,1.1835
0.5315,0.212,0.2415,1.0145
0.783,0.2255,0.2865,1.3305
0.498,0.242,0.267,1.052
0.4815,0.272,0.27,1.0565
0.5315,0.2005,0.2475,1.0195
0.4285,0.1525,0.2405,0.858
0.587,0.29,0.286,1.2065
0.589,0.211,0.287,1.1325
0.5635,0.3065,0.3425,1.2645
0.632,0.3415,0.358,1.369
0.6465,0.2945,0.3735,1.39
0.565,0.3135,0.294,1.202
0.553,0.369,0.345,1.31
0.629,0.279,0.34,1.363
0.699,0.3685,0.4,1.519
0.7355,0.405,0.3865,1.583
0.885,0.3715,0.4375,1.74
0.895,0.3355,0.446,1.751
1.095,0.418,0.638,2.273
1.0465,0.407,0.5075,2.0045
0.889,0.313,0.42,1.6755
0.691,0.1945,0.2685,1.187
1.026,0.4255,0.4505,1.978
0.952,0.55,0.5,2.124
0.896,0.4585,0.5,1.931
0.8295,0.4015,0.595,2.0065
0.224,0.1375,0.167,0.553
0.302,0.1415,0.2065,0.6765
0.428,0.1415,0.2045,0.842
0.3475,0.1445,0.194,0.717
0.413,0.1905,0.248,0.8745
0.407,0.156,0.255,0.8705
0.3635,0.184,0.219,0.796
0.352,0.13,0.1685,0.744
0.382,0.183,0.2705,0.873
0.383,0.1835,0.275,0.8965
0.4415,0.176,0.22,0.892
0.6715,0.273,0.2955,1.4395
0.405,0.167,0.204,0.7955
0.4555,0.1965,0.235,0.9145
0.522,0.2535,0.335,1.171
0.5825,0.2345,0.274,1.1135
0.8,0.229,0.295,1.409
0.5315,0.199,0.2885,1.065
0.336,0.1855,0.237,0.7995
0.5985,0.227,0.31,1.187
0.388,0.188,0.275,0.8855
0.508,0.272,0.309,1.1315
0.451,0.1885,0.325,1.014
0.4455,0.189,0.295,0.9595
0.419,0.206,0.315,0.9755
0.407,0.1835,0.25,0.871
0.6345,0.257,0.305,1.244
0.435,0.2335,0.3035,1.0265
0.4565,0.29,0.347,1.137
0.494,0.197,0.275,1
0.4465,0.2195,0.34,1.128
